RA[deg] Ê Ê Ê,Dec[deg] Ê
147.075,-14.087
296.219,2.354
319.733,9.096
26.1,43.623
240.13,-75.63
174.167,71.459
241.976,-26.798
154.495,-20.973
224.528,-34.188
7.871,-19.52
146.749,-40.416
325.47,46.978
320.554,14.531
101.33,-27.822
219.227,-47.434
348.252,5.462
359.871,-8.311
235.719,-69.03
132.119,-38.914
108.118,-21.194
172.908,-60.517
7.166,-38.765
21.96,-55.099
286.04,-45.423
253.507,-57.666
193.217,-23.698
232.43,-62.664
114.403,-38.855
234.204,-65.701
118.502,46.725
298.316,-10.65
277.505,-37.377
121.397,-29.003
98.185,5.386
244.539,-5.627
109.17,-29.744
166.74,-19.994
144.432,-52.923
194.486,-20.006
294.044,10.686
113.735,27.838
139.262,-42.573
218.2,-31.492
284.359,-53.786
258.471,8.894
310.37,35.696
312.932,-9.801
261.272,10.493
201.109,13.396
2.878,-6.164
13.35,-63.822
222.566,-61.318
342.801,-64.588
333.848,20.454
49.489,-3.253
298.076,-5.159
175.223,6.627
261.959,-65.003
266.183,-35.128
181.9,0.997
208.797,-38.647
126.941,-18.252
21.51,-45.73
73.963,-50.995
322.995,-4.712
3.34,12.573
103.965,28.062
18.301,-18.716
359.581,33.052
182.655,14.644
357.652,-80.839
166.184,77.041
20.905,-24.919
31.805,-13.44
59.894,-16.252
313.668,-40.043
29.87,11.524
268.465,-48.622
16.746,-0.988
23.942,10.409
53.686,-1.773
213.212,44.841
337.644,-59.813
239.653,10.899
84.754,-8.777
309.217,-2.905
244.397,18.171
220.746,14.305
70.331,-42.271
194.298,-16.181
177.918,-17.8
225.288,-22.634
317.227,-21.879
25.648,-50.329
211.56,-18.91
261.365,25.52
298.013,11.89
101.199,5.134
183.834,-14
92.607,-19.196
311.71,13.881
318.154,-51.571
184.32,-11.637
127.206,16.201
334.957,18.274
13.948,-15.187
189.529,-51.607
125.237,72.906
337.575,-52.391
84.288,-31.955
323.43,-4.743
354.73,-82.157
198.277,19.511
25.045,-11.267
195.356,1.747
307.334,29.066
85.044,-38.161
11.33,-52.565
137.623,-17.991
294.479,-61.119
343.59,-35.988
117.706,-12.986
184.513,37.145
25.3,51.033
197.174,-43.774
180.917,-3.211
51.573,74.134
277.025,-63.043
178.15,-51.946
259.858,0.53
265.029,-55.888
126.951,15.35
178.61,-21.215
319.714,-50.566
13.134,-13.511
65.908,-8.841
131.152,-30.02
139.21,-4.222
103.001,18.225
352.765,-39
199.32,-77.104
140.384,-7.956
80.76,-52.521
81.786,-9.714
264.294,72.026
284.842,-56.862
279.854,-48.219
288.583,-8.441
285.754,46.522
168.484,2.218
56.008,-53.713
210.392,-58.702
190.379,5.498
78.166,-52.346
183.693,5.688
62.117,-13.932
216.411,-62.343
109.443,15.749
247.188,4.809
178.936,-33.45
51.188,-0.955
256.887,-3.202
293.44,21.298
69.487,-34.082
73.991,8.661
84.201,-25.999
212.707,-1.9
19.573,-61.706
269.584,-30.754
157.916,-17.359
9.936,19.088
170.647,-71.496
113.771,-66.178
222.773,-49.793
10.812,-12.114
49.033,39.697
151.816,-46.247
230.927,26.532
129.572,-13.153
177.53,-17.517
275.316,10.566
311.666,28.978
18.905,-17.533
329.51,-43.642
330.588,42.761
336.629,13.722
21.173,48.476
115.99,-25.269
283.64,-0.18
153.588,-56.125
86.911,-25.913
246.34,-12.058
194.722,1.154
315.649,-33.489
333.787,4.694
44.542,-27.845
138.209,38.64
174.991,-33.45
277.915,6.814
238.822,-20.392
37.215,-35.566
299.016,-17.065
115.43,-12.821
317.032,20.066
135.916,-79.975
242.481,-11.767
147.984,-63.462
202.352,18.212
57.245,27.817
94.683,45.706
227.816,30.908
293.51,-5.206
202.574,0.082
358.355,-14.868
166.341,4.766
334.893,-18.983
130.812,56.274
58.726,48.046
165.279,8.361
163.557,7.36
94.608,-21.862
91.545,-38.674
274.115,22.19
19.641,9.327
284.825,-3.09
67.181,-2.31
28.745,-6.094
230.28,-0.571
79.986,-25.857
164.641,-19.808
67.063,11.209
20.434,68.381
113.623,27.087
43.6,-20.929
39.43,-12.726
317.869,-25.454
137.376,-2.929
10.374,-5.981
97.435,79.323
305.277,-53.571
137.656,-75.575
33.028,42.489
22.798,-26.771
208.701,-20.995
327.703,74.025
221.347,-38.128
76.158,6.906
15.477,1.478
59.648,-16.683
331.292,-60.746
163.954,-84.444
36.393,16.183
133.89,18.7
15.866,-8.55
208.867,33.489
260.095,-16.465
273.316,-57.611
112.976,-31.279
129.571,10.301
234.632,43.459
94.024,39.116
196.428,66.198
114.362,-48.859
259.117,-40.528
152.22,-29.301
152.981,-48.736
157.334,62.969
88.692,36.761
74.408,-1.573
99.483,7.796
56.091,-47.436
264.828,37.22
275.338,42.985
18.898,28.21
112.781,-49.253
294.027,-38.382
292.84,-26.332
208.978,23.187
194.025,9.92
37.686,-31.657
248.973,-0.192
313.408,-35.923
325.003,-26.017
149.304,43.302
233.865,-37.86
266.794,52.841
124.277,-75.527
3.058,-26.591
346.376,26.858
233.514,-67.688
325.362,38.147
93.158,85.832
111.336,4.845
308.843,56.457
119.597,-17.793
174.63,11.051
269.016,-8.745
187.907,-18.901
292.746,-15.087
107.228,59.59
162.666,-63.29
296.115,-25.362
137.952,-41.953
93.59,2.882
172.531,35.708
126.399,48.992
40.32,-27.556
0.127,50.631
282.597,55.248
196.486,-16.937
47.726,-13.802
178.949,-57.698
122.015,-72.486
263.18,-51.031
34.826,-26.928
60.029,7.142
117.831,-7.276
258.807,0.987
283.683,-20.952
0.494,-11.981
298.793,-1.066
117.51,-38.092
91.301,-33.013
343.304,41.651
90.614,-3.679
108.827,-49.516
265.087,45.93
91.173,31.007
304.283,-7.189
179.288,-59.914
286.764,50.305
177.042,58.517
72.074,-34.273
130.032,-18.1
71.229,-36.68
77.449,-3.097
19.19,-6.424
34.18,2.442
137.829,43.143
216.07,55.561
87.306,46.159
129.947,22.306
66.248,-38.087
356.666,-4.374
266.957,-47.822
176.687,-62.92
85.248,-24.062
296.71,37.124
216.303,-24.491
190.126,12.528
120.613,22.91
150.198,-10.887
237.532,-12.154
276.943,-36.61
334.919,-18.374
336.308,-74.316
111.631,-41.225
110.643,16.875
352.943,1.771
15.271,47.576
183.388,7.05
144.828,-6.642
68.552,-19.17
10,-4.835
306.508,-15.586
146.79,-0.647
359.39,-10.97
275.445,-63.299
338.232,-35.178
181.111,-58.753
192.409,38.177
159.018,-22.317
49.716,13.53
235.16,47.669
18.194,-40.662
140.833,-11.099
62.168,53.534
122.315,-61.633
333.16,-62.191
198.723,-47.24
246.322,-39.259
264.063,-25.656
165.817,-54.224
138.244,-32.598
336.263,32.792
144.713,14.934
330.727,8.764
36.449,-30.434
60.65,72.038
316.097,21.971
294.618,4.43
320.175,29.813
52.146,-14.193
232.258,-16.004
230.788,-52.966
100.524,22.533
180.975,18.638
99.13,34.44
263.002,-5.408
182.67,-33.247
22.343,-14.177
238.984,-80.725
314.158,13.134
160.817,-8.253
297.556,-65.217
317.156,-38.447
301.027,12.13
2.285,1.149
306.271,-32.645
316.573,11.049
93.983,-56.733
50.737,-36.495
313.811,18.741
165.334,30.235
261.142,-48.919
138.521,-5.631
99.051,-14.042
66.917,-23.907
8.008,-45.616
29.104,-2.008
61.916,-2.993
315.837,-38.434
84.091,-57.329
123.734,-4.253
75.538,10.701
123.943,0.933
357.759,-54.239
233.855,-37.779
36.763,-31.722
274.234,-83.049
314.534,-18.599
54.378,19.841
332.548,-11.081
117.667,-4.683
234.712,63.819
340.879,0.154
39.593,-6.955
16.202,6.178
102.011,-21.524
353.612,-8.992
350.163,47.085
113.172,-42.896
240.889,-31.012
223.988,7.294
61.157,-5.738
74.881,19.58
349.671,-48.084
207.811,-39.024
148.458,1.569
113.579,13.55
241.266,-24.605
244.845,-36.599
219.664,9.351
292.696,-45.613
28.48,-30.097
310.074,41.81
226.102,-6.757
326.18,24.753
39.587,-30.658
297.159,-9.319
26.494,-8.051
109.872,-4.813
7.323,7.425
198.038,-8.374
178.416,-35.554
21.335,-50.542
251.703,14.863
173.844,-2.163
135.68,-29.753
232.987,-42.675
111.626,-37.77
291.614,-33.453
82.51,-22.385
145.936,-86.077
8.582,6.152
79.426,-35.64
225.476,-2.388
194.671,-56.049
351.853,-56.206
300.834,-31.965
98.472,56.978
215.372,4.535
237.36,-66.907
169.387,-10.404
266.806,5.769
204.081,-12.391
358.316,16.468
78.49,-34.479
164.433,59.583
200.337,-52.187
165.917,-42.458
172.569,-16.747
111.508,57.029
144.425,-42.724
32.108,78.889
261.485,16.485
335.224,25.184
309.627,-33.985
290.077,-71.801
244.059,-21.07
13.008,-61.924
18.181,24.43
343.811,-7.598
275.527,-58.746
324.102,14.957
33.505,-60.448
185.026,8.744
89.053,-39.487
208.169,-41.864
19.436,-32.011
342.632,56.28
246.727,-39.602
241.204,-6.242
276.607,2.41
36.302,-46.92
327.22,47.903
311.383,-37.613
299.537,-34.806
294.166,-11.343
295.204,-30.009
294.699,-22.249
93.926,-30.257
201.981,-3.127
60.57,2.052
12.193,-42.388
20.405,-60.296
46.919,-30.992
202.398,67.038
274.59,-20.69
318.064,-20.428
149.532,-41.83
128.497,-12.248
50.04,10.098
261.661,-19.48
342.675,-71.872
256.688,-35.003
338.214,-50.334
118.714,-11.511
7.935,-13.338
319.951,-49.222
312.371,1.176
256.145,14.539
241.344,-53.446
256.447,-57.375
86.287,-40.355
255.049,-71.407
204.039,-33.423
27.255,-17.196
89.634,-20.794
108.031,50.4
145.149,-32.745
308.27,-68.503
24.189,-45.496
39.202,27.739
139.8,21.55
324.107,34.448
298.597,8.196
283.398,-29.841
291.847,-25.432
141.624,33.806
55.598,39.5
156.581,22.923
14.948,20.853
187.776,4.678
308.801,-32.147
17.033,-19.085
252.26,-66.762
92.744,-18.94
121.758,20.78
56.377,8.767
172.837,5.239
183.222,-9.649
210.481,64.857
233.652,-37.276
113.978,9.382
264.42,-25.975
164.32,-19.211
8.788,-36.329
252.567,-17.621
206.699,5.451
354.841,11.469
184.035,24.684
150.172,-41.345
38.668,-24.775
148.125,23.637
60.866,-58.319
49.452,13.66
316.149,24.665
351.308,-2.275
74.569,0.307
115.728,60.247
128.266,-0.506
260.33,-49.333
85.694,-17.069
277.542,-32.217
230.572,82.846
294.754,4.943
347.59,70.488
46.482,-56.198
65.51,-49.34
62.619,-5.595
280.064,-55.245
357.578,-39.03
207.564,16.306
233.99,-49.409
41.09,42.91
14.157,-18.348
3.343,-10.042
265.472,15.458
9.238,-0.397
7.053,-16.856
124.396,-17.351
172.305,-7.856
340.705,-9.368
230.985,52.531
13.115,-3.606
291.557,33.825
47.479,-7.115
54.959,-26.901
164.366,-4.1
317.909,-19.49
229.043,29.157
101.151,-20.068
38.871,19.6
314.431,-32.597
80.579,18.704
150.714,-69.715
22.971,6.211
53.698,-33.183
10.843,-43.702
299.431,75.11
292.434,4.909
202.747,-28.535
140.407,38.948
59.547,-45.305
4.848,-59.331
91.119,-41.658
83.859,-68.471
337.229,-5.963
347.542,-35.433
307.823,3.737
355.16,66.855
270.959,10.009
111.756,25.669
58.199,52.429
196.099,-18.172
83.388,-57.043
157.756,-50.627
178.216,65.989
30.774,-10.472
108.05,-16.354
202.43,11.243
247.478,-34.858
330.637,26.006
231.804,-43.726
167.626,-28.054
238.07,4.523
226.737,-36.646
78.846,-20.56
177.666,21.467
315.594,-18.797
135.582,-50.528
9.995,-18.895
316.498,-15.108
209.398,60.902
187.855,9.359
23.743,-22.452
329.131,-48.018
159.933,44.123
191.158,-54.418
232.251,13.712
98.276,-25.805
199.487,24.189
230.953,4.306
58.222,24.134
112.765,1.191
240.996,-0.084
58.323,32.216
130.582,49.511
83.424,-59.183
28.528,-5.081
208.161,-37.059
48.711,37.173
104.109,-50.206
272.102,-35.788
323.774,-45.489
181.057,-26.255
84.139,-55.981
105.542,11.911
3.239,13.146
347.542,-53.873
201.16,-37.971
115.775,-57.421
187.346,9.195
152.833,-38.647
250.809,-27.221
199.719,-43.085
80.711,42.135
346.181,-33.097
0.949,27.259
97.913,47.167
9.763,-42.732
331.308,20.117
236.46,-12.579
175.592,-7.801
101.841,-42.451
342.587,0.786
218.724,-2.354
205.001,19.251
88.323,14.373
329.739,-47.407
229.333,56.952
113.976,9.087
224.016,21.943
226.58,-17.977
205.573,-39.682
276.414,26.856
322.822,-41.073
194.624,-33.028
260.17,-21.94
14.813,19.814
266.325,9.186
328.741,-48.689
109.288,-54.253
268.525,40.101
112.073,-41.5
254.063,14.596
92.244,29.53
304.662,39.54
144.373,-61.396
91.167,-28.96
355.195,-42.802
245.878,2.024
224.92,32.85
334.251,-29.254
209.349,-11.102
99.819,35.548
156.557,-27.014
109.849,20.448
33.995,-49.948
50.753,-5.739
231.658,-35.934
241.716,-20.361
40.924,24.904
350.191,23.355
350.643,49.659
94.255,9.28
259.118,-15.842
330.647,85.157
310.587,5.931
117.882,-0.098
114.893,51.378
43.366,-66.321
148.199,-33.628
84.674,18.797
275.448,-11.721
94.099,-46.481
98.243,-26.313
172.036,-33.976
344.52,22.51
302.111,-56.31
108.519,-19.718
236.291,-57.935
173.662,3.122
95.242,-15.11
245.109,26.431
244.852,-3.297
122.447,-70.268
128.67,16.838
177.783,-63.299
204.923,-40.997
272.24,43.427
281.353,36.918
15.611,-45.563
31.586,33.921
125.242,1.09
268.353,-59.133
160.163,-72.385
197.265,0.045
180.875,-18.547
110.945,-12.865
253.012,-28.423
164.956,14.013
198.649,-20.058
109.632,-0.707
65.502,-31.219
221.39,36.32
1.947,-39.56
30.739,-66.89
335.609,-14.79
193.857,29.061
251.955,-25.496
316.202,-11.832
249.85,2.808
210.499,-37.993
166.143,-29.8
92.773,-24.031
102.792,-29.358
78.078,65.251
248.016,54.488
334.871,2.834
90.971,-4.255
163.999,-35.228
17.046,-10.982
175.921,-35.147
174.602,-42.22
191.011,-11.902
120.492,-71.707
81.842,43.718
310.784,-40.222
52.174,64.589
218.677,20.234
260.484,17.051
278.056,-48.574
327.856,53.622
344.891,-57.444
183.703,-18.131
177.052,11.291
184.296,-9.206
297.969,-26.951
347.208,85.905
139.789,2.663
135.033,-48.013
48.262,7.94
136.388,-48.231
114.996,-8.683
102.444,-64.449
4.917,44.137
71.519,-16.663
179.993,-17.84
49.528,-35.936
49.806,-65.778
259.635,17.832
88.67,12.557
183.164,-29.161
33.066,53.766
215.726,41.062
14.811,9.311
332.357,-5.115
284.644,-65.496
42.141,56.199
60.144,37.539
186.935,-58.902
25.267,-37.913
5.379,-7.996
81.606,17.035
141.842,-20.249
165.456,49.882
117.294,72.191
344.261,-74.637
2.153,-54.398
233.765,25.218
260.387,-14.071
159.794,-30.264
1.846,30.84
197.74,-2.799
324.47,-48.436
13.091,-17.988
192.396,-17.426
12.512,15.663
117.17,40.845
90.939,-0.931
305.973,65.032
231.464,16.547
72.012,67.525
251.717,-23.064
67.171,4.226
244.001,42.327
1.671,-46.032
298.704,0.637
176.413,-36.25
295.009,23.708
86.802,-42.351
332.522,-17.243
64.274,-40.47
13.263,9.049
272.694,5.828
336.169,-70.913
221.541,-46.192
342.32,8.246
5.888,-59.733
279.911,-29.479
81.145,-12.599
2.192,21.92
197.773,-46.091
341.246,-20.555
41.136,-11.57
359.634,50.145
270.295,-24.181
66.372,-6.824
171.679,1.339
259.02,-2.396
229.905,-63.435
296.936,30.475
126.781,23.202
123.907,-5.873
203.416,0.978
150.179,-67.776
4.886,53.919
83.308,-1.784
124.372,20.595
328.479,-13.468
63.019,69.527
236.364,-64.851
359.379,7.673
150.165,14.785
185.376,34.886
151.413,-28.637
206.086,-28.882
216.103,-13.456
70.333,56.926
130.134,-87.802
196.308,-51.243
31.785,-42.703
249.607,64.229
85.267,33.466
71.729,-39.624
169.916,-6.341
346.717,-55.594
161.789,78.72
356.428,5.199
267.182,-26.796
190.191,-62.454
9.246,-48.579
274.718,27.685
20.973,-46.876
339.738,51.645
52.084,37.406
332.872,18.151
198.753,-9.321
152.686,-30.76
281.468,-29.209
226.609,-19.245
359.935,-28.483
97.806,12.273
270.819,-59.577
189.074,-61.151
178.244,-8.531
159.586,16.22
84.633,-69.045
148.611,-21.502
14.958,9.76
325.182,19.605
352.553,31.669
227.281,57.585
184.285,-3.545
55,-45.238
250.212,-31.044
314.142,-14.622
30.638,44.391
195.631,-13.005
63.657,7.951
51.161,5.451
91.538,69.001
94.845,-66.199
55.493,-27.019
335.317,-53.367
56.643,-53.919
136.272,-15.406
136.307,-11.895
6.346,-5.157
214.488,35.192
63.636,-25.433
265.317,42.135
210.092,-27.645
129.721,-9.276
35.566,71.357
280.709,10.569
277.295,1.286
182.92,-88.012
24.097,17.271
220.544,32.33
260.8,72.216
313.464,68.279
279.314,33.544
100.131,35.473
4.29,-53.217
214.482,-1.528
288.136,-40.107
283.224,65.899
86.608,-43.974
159.631,21.184
351.27,1.054
219.992,-10.806
57.238,-62.416
166.838,-31.38
304.279,-20.393
253.444,-22.611
317.875,37.161
97.462,-72.133
280.824,-20.399
283.144,-36.231
121.658,-22.261
169.957,-12.92
173.467,5.74
312.996,35.667
302.939,-23.301
330.245,12.464
9.94,-61.353
338.018,-47.29
258.132,-7.64
247.251,3.645
111.092,-42.541
53.478,-20.283
194.095,-54.947
83.846,-76.3
61.329,-33.477
22.879,23.274
271.512,-22.774
323.245,-16.036
80.896,-73.967
350.564,41.31
17.63,18.353
108.283,-17.069
285.653,-14.076
320.641,-32.711
304.135,-10.417
136.12,-47.263
47.182,0.575
245.519,-50.397
84.513,45.554
168.906,11.769
54.871,-11.163
321.556,-51.561
330.793,-52.871
137.481,-11.274
88.059,65.729
258.904,15.818
198.513,56.99
89.511,-10.54
201.974,-36.387
100.374,14.995
350.054,67.266
242.499,-35.231
48.616,-72.014
274.86,-67.487
136.566,-40.961
200.973,-2.137
242.149,-62.017
322.926,-20.08
35.803,3.286
202.808,-20.361
206.957,-5.072
280.452,17.427
179.396,-57.123
299.733,33.708
56.537,28.143
248.712,-25.907
1.993,76.543
356.699,5.254
244.898,55.248
336.294,-50.929
9.629,-10.151
275.131,7.745
324.574,-52.389
54.251,-54.083
329.44,-1.041
144.555,-19.908
178.93,0.566
214.837,-58.737
134.383,43.911
280.477,38.637
125.248,-5.373
234.464,-31.276
60.118,-42.118
172.788,7.697
238.814,-48.846
235.434,-54.793
7.219,-33.208
117.356,-63.6
296.622,-7.598
141.284,-50.385
11.885,40.299
328.582,2.853
338.867,7.557
58.534,-30.517
337.41,-44.977
357.64,-58.319
111.381,31.793
7.188,33.21
184.772,43.493
178.588,-35.239
303.998,13.361
249.093,61.636
196.525,-41.977
77.779,-31.296
193.15,22.947
294.786,-0.248
245.47,-44.063
262.983,23.798
164.312,17.218
271.754,-8.786
194.288,-13.304
237.768,-57.064
251.996,-10.599
167.357,-52.46
291.046,28.094
201.822,30.062
324.042,-30.759
84.298,61.007
9.029,-65.647
295.921,-22.637
198.278,-11.397
69.179,65.363
263.185,46.337
264.963,51.724
330.748,-65.461
71.433,-50.822
239.392,-8.978
82.032,-24.929
320.551,-43.806
73.45,-52.31
262.817,-10.182
240.148,-50.005
212.839,-14.082
99.005,-0.734
96.518,-21.949
237.112,-16.125
78.887,33.688
317.306,-56.668
0.575,76.22
166.062,-11.64
148,38.323
25.638,-53.057
48.232,-8.265
279.108,51.048
54.722,26.006
241.712,-35.623
60.423,-37.901
190.003,-33.581
162.188,-12.505
106.364,-53.523
129.211,-59.294
7.226,-33.625
103.775,4.164
252.155,52.009
137.558,-22.654
43.217,-42.821
274.602,7.397
14.056,-62.94
199.411,-64.23
252,-17.61
29.707,36.136
236.876,-66.085
63.188,-28.246
104.699,40.408
52.109,23.01
306.557,-35.946
290.919,49.211
0.726,39.542
117.919,-77.776
68.989,-6.531
94.084,-78.385
2.044,24.254
257.618,1.308
309.301,-73.843
12.355,-64.289
125.075,14.238
136.867,-34.784
279.327,3.162
16.829,-53.063
195.105,-64.135
291.998,47.708
330.314,23.448
334.307,-49.397
248.782,17.553
301.48,54.602
128.318,-21.938
215.511,-4.386
174.002,2.895
209.217,-44.899
140.164,-77.089
212.363,32.322
290.754,-28.501
104.342,50.507
109.806,-34.259
309.712,-35.719
77.449,39.166
18.678,5.39
305.317,-50.455
225.488,57.705
66.369,-4.985
252.007,-8.444
208.982,-21.333
1.092,-62.191
145.548,-81.34
104.21,2.317
129.464,-29.325
70.397,-29.187
332.623,-15.302
350.209,-50.828
207.929,19.113
341.831,17.656
279.656,47.097
43.013,-26.011
344.13,6.53
9.351,59.141
17.505,31.727
357.665,-0.423
282.258,-23.216
78.475,-18.848
22.169,10.796
237.408,-18.302
354.595,20.006
355.79,-13.55
336.544,32.449
192.277,70.533
188.674,1.089
19.207,12.576
127.958,38.065
103.852,-57.162
297.582,-65.611
41.29,53.476
151.319,-32.75
241.873,24.389
254.729,84.299
313.619,29.099
248.169,23.361
64.416,-71.054
4.614,-66.119
37.394,-52.962
342.47,-10.496
268.324,-55.895
228.431,5.62
277.048,-56.583
189.739,1.175
259.154,9.859
193.131,-72.436
